"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2" 
"False"	"IsMasterProteinCandidate"	"Q8AVQ3"	"14-3-3 protein beta/alpha-B OS=Xenopus laevis GN=ywhab-b PE=2 SV=1"	"29.5081967213115"	"6"	"6"	"6"	"1"	"244"	"27.742"	"4.7"	"0.88"	"0.74"	"0.86"	"0.87"	"0.75"	"5.25"	"5.10"	"4.67"	"5.80"	"7.82"	""	"6"	"0"	"0"	"Green"	"32.7187592486922"
"False"	"IsMasterProtein"	"B0JZW3"	"LOC100158266 protein (Fragment) OS=Xenopus laevis GN=LOC100158266 PE=2 SV=1"	"16.3669064748201"	"10"	"10"	"10"	"1"	"556"	"63.344"	"6.04"	"0.81"	"0.66"	"0.99"	"1.05"	"0.87"	"13.49"	"13.30"	"2.74"	"8.69"	"6.72"	""	"10"	"0"	"0"	"Green"	"32.5431494733783"
"False"	"IsMasterProtein"	"Q4V871"	"MGC114621 protein OS=Xenopus laevis GN=MGC114621 PE=2 SV=1"	"56.6371681415929"	"3"	"5"	"2"	"1"	"113"	"11.466"	"4.25"	"1.02"	"0.86"	"1.05"	"0.96"	"1.01"	"50.99"	"33.25"	"32.67"	""	""	""	"3"	"0"	"0"	"Green"	"32.5198357910182"
"False"	"IsMasterProtein"	"Q7T0N8"	"Hadhsc-prov protein OS=Xenopus laevis GN=hadh PE=2 SV=1"	"23.6421725239617"	"5"	"7"	"5"	"1"	"313"	"34.292"	"8.56"	"0.85"	"0.80"	"0.98"	"0.78"	"0.95"	"24.42"	"16.06"	"8.70"	"8.97"	"4.08"	""	"5"	"0"	"0"	"Green"	"32.5021326737024"
"False"	"IsMasterProtein"	"Q6NTU4"	"Park7 protein OS=Xenopus laevis GN=park7 PE=2 SV=1"	"47.6190476190476"	"12"	"14"	"12"	"1"	"189"	"20.157"	"6.05"	"0.75"	"0.77"	"1.09"	"0.98"	"0.93"	"7.52"	"13.33"	"6.54"	"2.89"	"2.42"	""	"12"	"0"	"0"	"Green"	"32.3456015072989"
"False"	"IsMasterProtein"	"Q3KPN6"	"Proteasome subunit alpha type OS=Xenopus laevis GN=MGC132180 PE=2 SV=1"	"28.3524904214559"	"9"	"10"	"9"	"1"	"261"	"29.436"	"7.72"	"0.67"	"0.77"	"0.89"	"0.91"	"0.87"	"5.99"	"15.23"	"9.55"	"2.41"	"2.23"	""	"9"	"0"	"0"	"Green"	"32.1803957403549"
"False"	"IsMasterProtein"	"Q6DEC8"	"MGC78939 protein OS=Xenopus laevis GN=st13 PE=2 SV=1"	"20.0527704485488"	"9"	"9"	"9"	"1"	"379"	"41.882"	"5.19"	"0.77"	"0.62"	"0.93"	"0.85"	"0.75"	"17.40"	"19.16"	"7.24"	"4.67"	"14.65"	""	"9"	"0"	"0"	"Green"	"31.9736272435072"
"False"	"IsMasterProtein"	"Q6DCV5"	"Rab7-prov protein OS=Xenopus laevis GN=rab7-prov PE=2 SV=1"	"31.8840579710145"	"7"	"7"	"7"	"1"	"207"	"23.532"	"7.18"	"0.89"	"0.87"	"1.05"	"0.86"	"0.86"	"21.85"	"12.76"	"6.65"	"12.52"	"2.97"	""	"7"	"0"	"0"	"Green"	"31.9045742774225"
"False"	"IsMasterProteinCandidate"	"Q6PA99"	"MGC68523 protein OS=Xenopus laevis GN=rab7a PE=2 SV=1"	"31.8840579710145"	"7"	"7"	"7"	"1"	"207"	"23.523"	"7.03"	"0.89"	"0.87"	"1.05"	"0.86"	"0.86"	"21.85"	"12.76"	"6.65"	"12.52"	"2.97"	""	"7"	"0"	"0"	"Green"	"31.9045742774225"
"False"	"IsMasterProteinCandidate"	"Q6GQB7"	"MGC80185 protein OS=Xenopus laevis GN=psmc5 PE=2 SV=1"	"17.5903614457831"	"7"	"7"	"7"	"1"	"415"	"46.493"	"7.55"	"0.76"	"0.86"	"1.04"	"1.00"	"0.91"	"9.48"	"4.14"	"4.83"	"8.66"	"5.39"	""	"7"	"0"	"0"	"Green"	"31.9007718731811"
"False"	"IsMasterProtein"	"P46470"	"26S protease regulatory subunit 8 OS=Xenopus laevis GN=psmc5 PE=2 SV=2"	"15.8351409978308"	"7"	"7"	"7"	"1"	"461"	"52.214"	"8.43"	"0.76"	"0.86"	"1.04"	"1.00"	"0.91"	"9.48"	"4.14"	"4.83"	"8.66"	"5.39"	""	"7"	"0"	"0"	"Green"	"31.9007718731811"
"False"	"IsMasterProtein"	"Q6NU38"	"LOC414721 protein (Fragment) OS=Xenopus laevis GN=LOC414721 PE=2 SV=1"	"27.5092936802974"	"9"	"11"	"9"	"1"	"269"	"30.96"	"6.8"	"0.70"	"0.81"	"1.00"	"0.80"	"0.88"	"15.18"	"4.25"	"5.66"	"7.22"	"5.68"	""	"9"	"0"	"0"	"Green"	"31.8369847139331"
"False"	"IsMasterProtein"	"Q7SYS3"	"Pros26.4-prov protein OS=Xenopus laevis GN=psmc1 PE=2 SV=1"	"18.4090909090909"	"7"	"7"	"7"	"1"	"440"	"49.122"	"6.35"	"0.71"	"0.82"	"1.00"	"0.86"	"0.89"	"2.87"	"6.73"	"3.96"	"7.35"	"5.45"	""	"7"	"0"	"0"	"Green"	"31.7040757650056"
"False"	"IsMasterProtein"	"Q9DE26"	"RuvB-like 1 OS=Xenopus laevis GN=ruvbl1 PE=2 SV=1"	"17.7631578947368"	"7"	"7"	"7"	"1"	"456"	"50.326"	"6.42"	"0.78"	"0.81"	"1.04"	"0.62"	"0.75"	"19.21"	"3.25"	"2.12"	"10.63"	"20.40"	""	"7"	"0"	"0"	"Green"	"31.5013435974162"
"False"	"IsMasterProtein"	"Q6GLZ2"	"MGC84105 protein OS=Xenopus laevis GN=MGC84105 PE=2 SV=1"	"13.8132295719844"	"8"	"8"	"8"	"1"	"514"	"57.337"	"4.49"	"0.80"	"0.79"	"1.10"	"0.98"	"0.86"	"12.82"	"4.36"	"4.65"	"8.12"	"8.81"	""	"8"	"0"	"0"	"Green"	"31.3958417792502"
"False"	"IsMasterProtein"	"Q6PB22"	"MGC68500 protein OS=Xenopus laevis GN=MGC68500 PE=2 SV=1"	"22.2772277227723"	"9"	"10"	"9"	"1"	"404"	"45.501"	"7.56"	"1.10"	"0.64"	"0.82"	"0.92"	"0.87"	"11.35"	"13.18"	"9.88"	"7.55"	"2.27"	""	"9"	"0"	"0"	"Green"	"31.3927636872022"
"False"	"IsMasterProteinCandidate"	"Q7T2T2"	"Adenylyl cyclase-associated protein OS=Xenopus laevis GN=CAP1b PE=2 SV=1"	"27.1008403361345"	"10"	"12"	"10"	"1"	"476"	"51.26"	"8.72"	"0.83"	"0.76"	"1.08"	"0.97"	"0.87"	"5.89"	"11.65"	"3.90"	"6.79"	"2.09"	""	"10"	"0"	"0"	"Green"	"31.0803114490273"
"False"	"IsMasterProtein"	"Q6DE60"	"Adenylyl cyclase-associated protein OS=Xenopus laevis GN=cap1 PE=2 SV=1"	"27.1008403361345"	"10"	"12"	"10"	"1"	"476"	"51.347"	"8.7"	"0.83"	"0.76"	"1.08"	"0.97"	"0.87"	"5.89"	"11.65"	"3.90"	"6.79"	"2.09"	""	"10"	"0"	"0"	"Green"	"31.0803114490273"
"False"	"IsMasterProtein"	"Q6GN00"	"MGC83669 protein OS=Xenopus laevis GN=ppa2 PE=2 SV=1"	"28.719723183391"	"8"	"9"	"8"	"1"	"289"	"32.997"	"5.48"	"0.77"	"0.81"	"0.78"	"0.62"	"0.86"	"21.83"	"10.73"	"5.93"	"6.13"	"8.74"	""	"8"	"0"	"0"	"Green"	"30.7378462261115"
"False"	"IsMasterProtein"	"Q8AVD3"	"Adenylate kinase 2, mitochondrial OS=Xenopus laevis GN=ak2 PE=2 SV=1"	"30.2904564315353"	"8"	"8"	"8"	"1"	"241"	"26.51"	"6.64"	"0.89"	"0.85"	"1.07"	"0.83"	"0.93"	"5.23"	"5.11"	"5.83"	"7.35"	"9.29"	""	"8"	"0"	"0"	"Green"	"30.6408957180741"
"False"	"IsMasterProtein"	"Q4QR58"	"Eukaryotic translation initiation factor 3 subunit C OS=Xenopus laevis GN=eif3c PE=2 SV=1"	"10.2591792656587"	"11"	"13"	"11"	"1"	"926"	"106.936"	"5.87"	"0.87"	"0.86"	"1.07"	"0.94"	"1.00"	"9.03"	"7.47"	"6.53"	"10.19"	"10.21"	""	"11"	"0"	"0"	"Green"	"30.5893554865408"
"False"	"IsMasterProtein"	"Q4V7Z2"	"MGC114910 protein OS=Xenopus laevis GN=msn PE=2 SV=1"	"22.9310344827586"	"13"	"13"	"12"	"1"	"580"	"68.092"	"5.99"	"0.87"	"0.76"	"0.96"	"0.77"	"0.77"	"13.81"	"7.44"	"20.64"	"13.66"	"15.11"	""	"13"	"0"	"0"	"Green"	"30.4183949624793"
"False"	"IsMasterProtein"	"B7ZSF5"	"PXN-FBPL OS=Xenopus laevis GN=LOC398040 PE=2 SV=1"	"5.41027953110911"	"5"	"5"	"5"	"1"	"1109"	"122.2"	"5.25"	"0.61"	"0.59"	"0.64"	"0.73"	"0.76"	"2.75"	"12.57"	"1.82"	"17.17"	"13.32"	""	"5"	"0"	"0"	"Green"	"30.2162969732836"
"False"	"IsMasterProteinCandidate"	"Q2LK77"	"PXN-FBPL OS=Xenopus laevis GN=ptx PE=2 SV=1"	"5.41027953110911"	"5"	"5"	"5"	"1"	"1109"	"122.273"	"5.27"	"0.61"	"0.59"	"0.64"	"0.73"	"0.76"	"2.75"	"12.57"	"1.82"	"17.17"	"13.32"	""	"5"	"0"	"0"	"Green"	"30.2162969732836"
"False"	"IsMasterProtein"	"Q6PF69"	"Major vault protein OS=Xenopus laevis GN=mvp PE=2 SV=1"	"7.89163722025913"	"7"	"7"	"7"	"1"	"849"	"95.611"	"5.25"	"0.69"	"0.88"	"1.00"	"1.00"	"0.85"	"20.34"	"7.17"	"7.06"	"5.20"	"4.65"	""	"7"	"0"	"0"	"Green"	"30.0204294371494"
"False"	"IsMasterProtein"	"Q7ZX98"	"Psmc6 protein (Fragment) OS=Xenopus laevis GN=Psmc6 PE=2 SV=1"	"17.12158808933"	"7"	"7"	"7"	"1"	"403"	"45.726"	"7.49"	"0.65"	"0.69"	"1.13"	"1.00"	"1.02"	"27.89"	"10.54"	"6.06"	"13.25"	"15.43"	""	"7"	"0"	"0"	"Green"	"29.8999253682693"
"False"	"IsMasterProteinCandidate"	"Q6GN74"	"Psmc6 protein (Fragment) OS=Xenopus laevis GN=Psmc6 PE=2 SV=1"	"17.6020408163265"	"7"	"7"	"7"	"1"	"392"	"44.551"	"7.78"	"0.65"	"0.69"	"1.13"	"1.00"	"1.02"	"27.89"	"10.54"	"6.06"	"13.25"	"15.43"	""	"7"	"0"	"0"	"Green"	"29.8999253682693"
"False"	"IsMasterProteinCandidate"	"Q4QR39"	"MGC114813 protein OS=Xenopus laevis GN=psmc6 PE=2 SV=1"	"17.7377892030848"	"7"	"7"	"7"	"1"	"389"	"44.12"	"7.49"	"0.65"	"0.69"	"1.13"	"1.00"	"1.02"	"27.89"	"10.54"	"6.06"	"13.25"	"15.43"	""	"7"	"0"	"0"	"Green"	"29.8999253682693"
"False"	"IsMasterProtein"	"P41116"	"60S ribosomal protein L8 OS=Xenopus laevis GN=rpl8 PE=2 SV=3"	"32.295719844358"	"12"	"15"	"12"	"1"	"257"	"27.9"	"10.89"	"0.74"	"0.81"	"0.92"	"0.83"	"0.92"	"4.88"	"6.34"	"5.11"	"4.72"	"4.26"	""	"12"	"0"	"0"	"Green"	"29.8774429390622"
"False"	"IsMasterProtein"	"Q7SZB0"	"Rpl35a-prov protein OS=Xenopus laevis GN=rpl35a PE=2 SV=1"	"54.5454545454545"	"10"	"13"	"10"	"1"	"110"	"12.541"	"10.87"	"0.66"	"0.67"	"0.91"	"0.85"	"0.87"	"10.27"	"14.70"	"4.87"	"5.14"	"5.64"	""	"10"	"0"	"0"	"Green"	"29.8370735107013"
"False"	"IsMasterProtein"	"Q0IHG1"	"MGC154377 protein OS=Xenopus laevis GN=rplp2 PE=2 SV=1"	"75.6521739130435"	"5"	"6"	"5"	"1"	"115"	"11.648"	"4.59"	"0.77"	"0.68"	"0.79"	"0.86"	"0.87"	"10.22"	"6.71"	"5.99"	"0.94"	"8.61"	""	"5"	"0"	"0"	"Green"	"29.805580575752"
"False"	"IsMasterProtein"	"Q7ZWS8"	"Transgelin OS=Xenopus laevis GN=tagln2 PE=2 SV=1"	"51.7766497461929"	"10"	"11"	"10"	"1"	"197"	"21.751"	"8.69"	"0.83"	"0.72"	"0.85"	"0.83"	"0.83"	"8.81"	"7.61"	"11.59"	"3.82"	"9.13"	""	"10"	"0"	"0"	"Green"	"29.7884990118087"
"False"	"IsMasterProtein"	"Q6PAE3"	"MGC68448 protein OS=Xenopus laevis GN=MGC68448 PE=2 SV=1"	"14.1614906832298"	"10"	"11"	"10"	"1"	"805"	"92.957"	"4.82"	"0.83"	"0.64"	"0.92"	"0.85"	"0.94"	"8.76"	"24.15"	"6.65"	"15.38"	"9.88"	""	"10"	"0"	"0"	"Green"	"29.7094453570847"
"False"	"IsMasterProtein"	"Q6AXB3"	"Serine hydroxymethyltransferase OS=Xenopus laevis GN=shmt2 PE=2 SV=1"	"15.7258064516129"	"9"	"11"	"9"	"1"	"496"	"54.887"	"8.59"	"0.85"	"0.74"	"1.06"	"0.81"	"0.93"	"9.70"	"10.49"	"3.75"	"5.89"	"4.83"	""	"9"	"0"	"0"	"Green"	"29.62994302668"
"False"	"IsMasterProtein"	"Q498I6"	"MGC114839 protein OS=Xenopus laevis GN=uroc1 PE=2 SV=1"	"12.4076809453471"	"9"	"10"	"9"	"1"	"677"	"74.724"	"6.64"	"0.95"	"0.67"	"0.94"	"0.96"	"0.78"	"12.51"	"15.22"	"4.10"	"6.62"	"8.30"	""	"9"	"0"	"0"	"Green"	"29.5629807277276"
"False"	"IsMasterProtein"	"Q66KV6"	"LOC100101273 protein OS=Xenopus laevis GN=rpl28 PE=2 SV=1"	"43.0656934306569"	"7"	"9"	"7"	"1"	"137"	"15.541"	"11.85"	"0.88"	"0.56"	"0.82"	"0.86"	"0.85"	"12.69"	"10.20"	"10.11"	"5.25"	"8.01"	""	"7"	"0"	"0"	"Green"	"29.5163051850045"
"False"	"IsMasterProtein"	"Q7ZWY6"	"Rpl9-prov protein OS=Xenopus laevis GN=rpl9 PE=2 SV=1"	"43.75"	"9"	"11"	"9"	"1"	"192"	"21.885"	"10.04"	"0.81"	"0.61"	"0.97"	"0.85"	"0.78"	"9.94"	"17.24"	"12.72"	"10.85"	"7.53"	""	"9"	"0"	"0"	"Green"	"29.4361323772219"
"False"	"IsMasterProtein"	"Q6PHL5"	"60S ribosomal protein L27 OS=Xenopus laevis GN=rpl27 PE=2 SV=1"	"67.6470588235294"	"14"	"14"	"14"	"1"	"136"	"15.817"	"10.62"	"0.74"	"0.67"	"0.87"	"0.83"	"0.85"	"10.77"	"12.43"	"2.72"	"2.57"	"3.25"	""	"14"	"0"	"0"	"Green"	"29.2635058427376"
"False"	"IsMasterProtein"	"Q6AZL9"	"MGC86316 protein OS=Xenopus laevis GN=rps23 PE=2 SV=1"	"45.4545454545455"	"9"	"10"	"8"	"1"	"143"	"15.759"	"10.48"	"0.60"	"0.67"	"0.86"	"0.76"	"0.89"	"17.41"	"6.59"	"9.86"	"6.92"	"3.88"	""	"9"	"0"	"0"	"Green"	"29.2098242010143"
"False"	"IsMasterProtein"	"P21574-2"	"Isoform 2 of Y-box-binding protein 2-A OS=Xenopus laevis GN=ybx2-a"	"21.6374269005848"	"8"	"8"	"8"	"1"	"342"	"37.984"	"9.82"	"0.75"	"0.63"	"0.67"	"0.72"	"0.78"	"8.97"	"17.37"	"10.01"	"7.46"	"3.88"	""	"8"	"0"	"0"	"Green"	"29.1442582529788"
"False"	"IsMasterProteinCandidate"	"P21574"	"Y-box-binding protein 2-A OS=Xenopus laevis GN=ybx2-a PE=1 SV=3"	"22.0238095238095"	"8"	"8"	"8"	"1"	"336"	"37.211"	"9.6"	"0.75"	"0.63"	"0.67"	"0.72"	"0.78"	"8.97"	"17.37"	"10.01"	"7.46"	"3.88"	""	"8"	"0"	"0"	"Green"	"29.1442582529788"
"False"	"IsMasterProtein"	"P15107"	"Superoxide dismutase [Cu-Zn] B OS=Xenopus laevis GN=sod1-b PE=1 SV=3"	"39.0728476821192"	"4"	"5"	"4"	"1"	"151"	"15.409"	"5.9"	"0.57"	"0.44"	"0.47"	"0.40"	"0.86"	"19.10"	"11.11"	"2.27"	"62.87"	"0.92"	""	"4"	"0"	"0"	"Green"	"28.9053574438952"
"False"	"IsMasterProtein"	"O57468"	"14-3-3 protein epsilon OS=Xenopus laevis GN=ywhae PE=2 SV=1"	"38.0392156862745"	"10"	"11"	"10"	"1"	"255"	"29.168"	"4.78"	"0.73"	"0.78"	"0.90"	"0.89"	"0.96"	"11.53"	"6.71"	"8.08"	"8.48"	"4.17"	""	"10"	"0"	"0"	"Green"	"28.5736671080244"
"False"	"IsMasterProtein"	"Q6DJD1"	"Coatomer subunit alpha OS=Xenopus laevis GN=copa PE=2 SV=1"	"6.86274509803922"	"8"	"9"	"8"	"1"	"1224"	"138.49"	"7.39"	"0.69"	"0.81"	"1.07"	"0.96"	"1.03"	"13.45"	"6.74"	"10.27"	"4.63"	"12.33"	""	"8"	"0"	"0"	"Green"	"28.4236329217911"
"False"	"IsMasterProtein"	"Q7ZX92"	"MGC80929 protein OS=Xenopus laevis GN=psmd14 PE=2 SV=1"	"25.8064516129032"	"7"	"7"	"7"	"1"	"310"	"34.545"	"6.46"	"0.65"	"0.96"	"1.12"	"0.97"	"0.85"	"5.74"	"5.18"	"4.41"	"6.61"	"4.28"	""	"7"	"0"	"0"	"Green"	"28.2516015386457"
"False"	"IsMasterProtein"	"Q6PCE5"	"Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Xenopus laevis GN=oxct1 PE=2 SV=1"	"19.2452830188679"	"7"	"8"	"7"	"1"	"530"	"57.398"	"7.11"	"0.81"	"0.81"	"0.94"	"0.73"	"0.76"	"8.00"	"5.20"	"7.17"	"8.30"	"7.16"	""	"7"	"0"	"0"	"Green"	"28.2463954454593"
"False"	"IsMasterProteinCandidate"	"Q7ZYR2"	"MGC69180 protein (Fragment) OS=Xenopus laevis GN=MGC69180 PE=2 SV=1"	"19.2816635160681"	"7"	"8"	"7"	"1"	"529"	"57.267"	"7.11"	"0.81"	"0.81"	"0.94"	"0.73"	"0.76"	"8.00"	"5.20"	"7.17"	"8.30"	"7.16"	""	"7"	"0"	"0"	"Green"	"28.2463954454593"
"False"	"IsMasterProtein"	"Q5U5C2"	"LOC495303 protein OS=Xenopus laevis GN=vars PE=2 SV=1"	"10.2976669348351"	"12"	"12"	"12"	"1"	"1243"	"140.547"	"7.42"	"0.73"	"0.72"	"1.10"	"0.78"	"0.88"	"6.11"	"13.53"	"6.65"	"16.38"	"6.69"	""	"12"	"0"	"0"	"Green"	"28.1824546330879"
"False"	"IsMasterProtein"	"Q66IX2"	"MGC84231 protein OS=Xenopus laevis GN=psmd13 PE=2 SV=1"	"19.047619047619"	"7"	"7"	"7"	"1"	"378"	"43.035"	"5.9"	"0.76"	"0.90"	"1.21"	"0.93"	"0.89"	"8.60"	"3.90"	"14.87"	"12.10"	"12.26"	""	"7"	"0"	"0"	"Green"	"28.1037675680162"
"False"	"IsMasterProtein"	"Q4V813"	"S-(hydroxymethyl)glutathione dehydrogenase OS=Xenopus laevis GN=adh5 PE=2 SV=1"	"31.1170212765957"	"9"	"9"	"9"	"1"	"376"	"39.99"	"7.05"	"0.78"	"0.84"	"1.17"	"0.92"	"0.86"	"8.02"	"12.59"	"2.74"	"7.00"	"6.90"	""	"9"	"0"	"0"	"Green"	"27.9635080142168"
"False"	"IsMasterProtein"	"Q6DE30"	"Oat-prov protein OS=Xenopus laevis GN=oat.1 PE=2 SV=1"	"14.5785876993166"	"6"	"7"	"6"	"1"	"439"	"47.983"	"6.62"	"1.00"	"1.08"	"0.97"	"0.81"	"1.06"	"17.32"	"9.13"	"7.85"	"1.39"	"5.99"	""	"6"	"0"	"0"	"Green"	"27.9292714832918"
"False"	"IsMasterProtein"	"Q5PQ49"	"LOC495981 protein OS=Xenopus laevis GN=LOC495981 PE=2 SV=1"	"36.734693877551"	"6"	"6"	"6"	"1"	"147"	"16.212"	"9.39"	"1.14"	"0.43"	"0.72"	"0.81"	"0.88"	"5.81"	"70.16"	"9.71"	"4.22"	"5.10"	""	"6"	"0"	"0"	"Green"	"27.9150311324825"
"False"	"IsMasterProtein"	"Q5FWY4"	"Maternal DNA replication licensing factor mcm6 OS=Xenopus laevis GN=mmcm6 PE=1 SV=1"	"14.8599269183922"	"14"	"14"	"13"	"1"	"821"	"92.581"	"5.22"	"0.76"	"0.69"	"0.95"	"0.82"	"0.84"	"12.92"	"4.55"	"9.82"	"9.21"	"7.23"	""	"14"	"0"	"0"	"Green"	"27.6517399961732"
"False"	"IsMasterProtein"	"P49739"	"Maternal DNA replication licensing factor mcm3 OS=Xenopus laevis GN=mmcm3 PE=1 SV=2"	"11.1524163568773"	"8"	"10"	"8"	"1"	"807"	"90.349"	"6.79"	"0.84"	"0.78"	"0.92"	"0.89"	"0.82"	"6.41"	"13.55"	"13.20"	"11.86"	"7.15"	""	"8"	"0"	"0"	"Green"	"27.6103088133609"
"False"	"IsMasterProtein"	"Q4FZQ7"	"MGC116425 protein OS=Xenopus laevis GN=rpl35 PE=2 SV=1"	"35.7723577235772"	"8"	"8"	"8"	"1"	"123"	"14.442"	"11.25"	"0.69"	"0.72"	"0.90"	"0.85"	"0.93"	"8.35"	"14.07"	"8.87"	"6.16"	"6.31"	""	"8"	"0"	"0"	"Green"	"27.5880196919934"
"False"	"IsMasterProtein"	"A3KNF4"	"LOC100049121 protein OS=Xenopus laevis GN=LOC100049121 PE=2 SV=1"	"34.6938775510204"	"4"	"4"	"4"	"1"	"98"	"10.999"	"7.33"	"0.98"	"0.70"	"0.92"	"0.93"	"0.90"	"12.78"	"26.68"	"12.65"	"8.34"	"5.92"	""	"4"	"0"	"0"	"Green"	"26.7950432583311"
"False"	"IsMasterProtein"	"Q2VPL7"	"LOC733431 protein (Fragment) OS=Xenopus laevis GN=LOC733431 PE=2 SV=1"	"26.6666666666667"	"6"	"6"	"6"	"1"	"285"	"30.983"	"8.43"	"0.95"	"0.81"	"1.02"	"0.73"	"0.81"	"8.37"	"10.09"	"4.59"	"13.16"	"7.67"	""	"6"	"0"	"0"	"Green"	"26.7659230404867"
"False"	"IsMasterProtein"	"Q6GMC1"	"MGC81889 protein OS=Xenopus laevis GN=rps27a PE=2 SV=1"	"39.1025641025641"	"7"	"7"	"7"	"1"	"156"	"17.953"	"9.64"	"0.59"	"0.50"	"0.82"	"0.83"	"0.82"	"30.08"	"23.61"	"5.85"	"8.50"	"3.48"	""	"7"	"0"	"0"	"Green"	"26.7413294430426"
"False"	"IsMasterProtein"	"Q7T0N7"	"Ctsc protein OS=Xenopus laevis GN=ctsc PE=2 SV=1"	"17.6855895196507"	"10"	"10"	"10"	"1"	"458"	"51.55"	"6.46"	"0.83"	"0.73"	"0.94"	"1.01"	"0.86"	"14.38"	"21.84"	"3.24"	"5.35"	"6.76"	""	"10"	"0"	"0"	"Green"	"26.7350540496266"
"False"	"IsMasterProtein"	"P62799"	"Histone H4 OS=Xenopus laevis PE=1 SV=2"	"38.8349514563107"	"4"	"5"	"4"	"1"	"103"	"11.36"	"11.36"	"0.77"	"0.72"	"0.83"	"0.86"	"0.83"	"7.88"	"29.41"	"10.16"	"10.95"	"7.16"	""	"4"	"0"	"0"	"Green"	"26.716676054122"
"False"	"IsMasterProtein"	"Q6IR83"	"MGC82167 protein OS=Xenopus laevis GN=eci1 PE=2 SV=1"	"28.1879194630872"	"8"	"8"	"8"	"1"	"298"	"33.186"	"8.75"	"0.93"	"0.71"	"0.99"	"0.74"	"0.87"	"6.45"	"6.50"	"10.98"	"3.50"	"3.37"	""	"8"	"0"	"0"	"Green"	"26.6191295675793"
"False"	"IsMasterProtein"	"A2VDA3"	"LOC100037200 protein OS=Xenopus laevis GN=dut PE=2 SV=1"	"36.5853658536585"	"6"	"6"	"6"	"1"	"164"	"17.68"	"7.12"	"0.88"	"0.80"	"1.09"	"0.86"	"1.03"	"6.48"	"9.45"	"2.73"	"13.10"	"3.62"	""	"6"	"0"	"0"	"Green"	"26.3873779550078"
"False"	"IsMasterProtein"	"Q6DEA1"	"Gars-prov protein OS=Xenopus laevis GN=gars PE=2 SV=1"	"12.1820615796519"	"11"	"11"	"11"	"1"	"747"	"84.216"	"7.33"	"0.83"	"0.54"	"0.82"	"0.96"	"0.78"	"14.12"	"33.32"	"17.65"	"5.35"	"5.76"	""	"11"	"0"	"0"	"Green"	"26.3800356769882"
"False"	"IsMasterProtein"	"Q8AVW0"	"Rpl12-prov protein OS=Xenopus laevis GN=rpl12 PE=2 SV=1"	"36.3636363636364"	"6"	"7"	"6"	"1"	"165"	"17.782"	"9.14"	"0.58"	"0.70"	"0.88"	"0.83"	"0.88"	"23.69"	"13.25"	"6.65"	"2.81"	"6.29"	""	"6"	"0"	"0"	"Green"	"26.2072791275894"
"False"	"IsMasterProtein"	"Q6DEB0"	"Pyruvate dehydrogenase E1 component subunit alpha OS=Xenopus laevis GN=pdha1 PE=2 SV=1"	"21"	"9"	"9"	"9"	"1"	"400"	"44.539"	"7.8"	"0.75"	"0.80"	"0.86"	"0.74"	"0.83"	"23.34"	"10.89"	"6.03"	"17.19"	"3.19"	""	"9"	"0"	"0"	"Green"	"26.0929926256956"
"False"	"IsMasterProtein"	"Q5XHE2"	"Ubiquitin carboxyl-terminal hydrolase OS=Xenopus laevis GN=uchl3 PE=2 SV=1"	"30.4347826086957"	"7"	"9"	"7"	"1"	"230"	"26.154"	"5.03"	"0.91"	"0.80"	"1.03"	"0.87"	"0.82"	"9.78"	"8.53"	"3.97"	"4.45"	"14.18"	""	"7"	"0"	"0"	"Green"	"26.0610164087748"
"False"	"IsMasterProtein"	"Q6GMC3"	"MGC81885 protein OS=Xenopus laevis GN=hsd17b4 PE=2 SV=1"	"10.5263157894737"	"7"	"7"	"7"	"1"	"741"	"80.35"	"7.75"	"0.80"	"0.67"	"0.91"	"0.86"	"0.80"	"4.33"	"11.87"	"4.76"	"8.09"	"25.13"	""	"7"	"0"	"0"	"Green"	"26.0383250859742"
"False"	"IsMasterProteinCandidate"	"Q70YG6"	"Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Xenopus laevis GN=cyp PE=2 SV=1"	"60.5095541401274"	"8"	"9"	"8"	"1"	"157"	"17.038"	"8.09"	"0.80"	"0.80"	"0.96"	"0.83"	"0.75"	"12.12"	"15.55"	"10.35"	"6.75"	"2.63"	""	"8"	"0"	"0"	"Green"	"25.9820358732736"
"False"	"IsMasterProtein"	"Q8AVP8"	"Peptidyl-prolyl cis-trans isomerase OS=Xenopus laevis PE=2 SV=1"	"57.9268292682927"	"8"	"9"	"8"	"1"	"164"	"17.901"	"8.35"	"0.80"	"0.80"	"0.96"	"0.83"	"0.75"	"12.12"	"15.55"	"10.35"	"6.75"	"2.63"	""	"8"	"0"	"0"	"Green"	"25.9820358732736"
