"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Ratios: (127) / (126)"	"Ratios: (128) / (126)"	"Ratios: (129) / (126)"	"Ratios: (130) / (126)"	"Ratios: (131) / (126)"	"Ratio Standard Errors [%]: (127) / (126)"	"Ratio Standard Errors [%]: (128) / (126)"	"Ratio Standard Errors [%]: (129) / (126)"	"Ratio Standard Errors [%]: (130) / (126)"	"Ratio Standard Errors [%]: (131) / (126)"	"emPAI"	"# Peptides A2"	"# Cumulative Decoys A2"	"FDR A2"	"Confidence A2"	"|Log Prob| A2" 
"False"	"IsMasterProtein"	"Q5U5C2"	"LOC495303 protein OS=Xenopus laevis GN=vars PE=2 SV=1"	"9.25181013676589"	"14"	"15"	"14"	"1"	"1243"	"140.547"	"7.42"	"1.10"	"0.95"	"1.12"	"1.03"	"1.08"	"14.74"	"9.87"	"8.34"	"8.79"	"11.18"	""	"14"	"0"	"0"	"Green"	"24.9764756665958"
"False"	"IsMasterProtein"	"Q6GP41"	"MGC80700 protein OS=Xenopus laevis GN=MGC80700 PE=2 SV=1"	"53.125"	"11"	"16"	"11"	"1"	"160"	"18.652"	"10.71"	"0.65"	"0.91"	"1.15"	"0.81"	"0.88"	"3.67"	"4.46"	"3.53"	"5.28"	"10.97"	""	"11"	"0"	"0"	"Green"	"24.9633206802609"
"False"	"IsMasterProteinCandidate"	"Q7SZB3"	"MGC64285 protein OS=Xenopus laevis GN=rpl21 PE=2 SV=1"	"53.125"	"11"	"16"	"11"	"1"	"160"	"18.68"	"10.81"	"0.65"	"0.91"	"1.15"	"0.81"	"0.88"	"3.67"	"4.46"	"3.53"	"5.28"	"10.97"	""	"11"	"0"	"0"	"Green"	"24.9633206802609"
"False"	"IsMasterProtein"	"Q6DFI9"	"LOC445827 protein (Fragment) OS=Xenopus laevis GN=LOC445827 PE=2 SV=1"	"14.9805447470817"	"8"	"8"	"8"	"1"	"514"	"57.792"	"6.4"	"0.66"	"0.78"	"0.92"	"0.80"	"0.88"	"13.94"	"4.48"	"12.25"	"7.86"	"3.44"	""	"8"	"0"	"0"	"Green"	"24.958615794859"
"False"	"IsMasterProtein"	"P49739"	"Maternal DNA replication licensing factor mcm3 OS=Xenopus laevis GN=mmcm3 PE=1 SV=2"	"15.9851301115242"	"11"	"12"	"11"	"1"	"807"	"90.349"	"6.79"	"0.69"	"0.72"	"0.90"	"0.72"	"0.92"	"15.28"	"16.93"	"10.34"	"23.25"	"12.39"	""	"11"	"0"	"0"	"Green"	"24.9488865475912"
"False"	"IsMasterProtein"	"Q5XH49"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"9.39597315436242"	"4"	"5"	"4"	"1"	"447"	"51.231"	"7.72"	"0.55"	"0.72"	"0.81"	"0.84"	"0.73"	"16.94"	"10.08"	"15.73"	"6.36"	"14.52"	""	"4"	"0"	"0"	"Green"	"24.9466384624463"
"False"	"IsMasterProtein"	"Q6PCH4"	"Glucose-6-phosphate 1-dehydrogenase OS=Xenopus laevis GN=g6pd PE=2 SV=2"	"17.7606177606178"	"9"	"9"	"9"	"1"	"518"	"59.654"	"7.18"	"0.76"	"0.95"	"1.09"	"0.78"	"1.00"	"6.18"	"3.46"	"15.07"	"14.70"	"9.80"	""	"9"	"0"	"0"	"Green"	"24.9070908351187"
"False"	"IsMasterProtein"	"A9UM19"	"LOC100137677 protein OS=Xenopus laevis GN=LOC100490530 PE=2 SV=1"	"18.2222222222222"	"4"	"4"	"4"	"1"	"225"	"24.021"	"5.77"	"0.67"	"0.80"	"0.87"	"0.77"	"0.71"	"8.37"	"4.55"	"8.02"	"11.17"	"30.93"	""	"4"	"0"	"0"	"Green"	"24.7578845199956"
"False"	"IsMasterProtein"	"Q4FZQ3"	"Rpl34 protein OS=Xenopus laevis GN=rpl34 PE=2 SV=1"	"25.6410256410256"	"6"	"7"	"6"	"1"	"117"	"13.253"	"11.47"	"0.68"	"0.89"	"1.10"	"0.76"	"0.87"	"4.70"	"6.01"	"7.43"	"14.15"	"9.09"	""	"6"	"0"	"0"	"Green"	"24.710634150659"
"False"	"IsMasterProteinCandidate"	"Q8QFW7"	"Ribosomal protein L34 OS=Xenopus laevis GN=rpl34 PE=2 SV=2"	"25.6410256410256"	"6"	"7"	"6"	"1"	"117"	"13.283"	"11.47"	"0.68"	"0.89"	"1.10"	"0.76"	"0.87"	"4.70"	"6.01"	"7.43"	"14.15"	"9.09"	""	"6"	"0"	"0"	"Green"	"24.710634150659"
"False"	"IsMasterProtein"	"Q2NL56"	"Kap beta 3 protein OS=Xenopus laevis GN=ipo5 PE=2 SV=1"	"9.23217550274223"	"10"	"10"	"9"	"1"	"1094"	"122.713"	"4.93"	"0.63"	"0.88"	"1.01"	"0.87"	"0.90"	"11.36"	"1.08"	"2.02"	"4.49"	"4.97"	""	"10"	"0"	"0"	"Green"	"24.6493395430775"
"False"	"IsMasterProtein"	"Q52MA1"	"Uncharacterized protein OS=Xenopus laevis PE=2 SV=1"	"7.45920745920746"	"5"	"7"	"3"	"1"	"858"	"95.253"	"6.83"	"0.89"	"0.74"	"1.09"	"0.84"	"1.03"	"7.47"	"12.65"	"9.11"	"9.57"	"11.36"	""	"5"	"0"	"0"	"Green"	"24.6368980679809"
"False"	"IsMasterProtein"	"Q6NUH0"	"60S ribosomal protein L31 OS=Xenopus laevis GN=rpl31 PE=2 SV=1"	"54.4"	"8"	"8"	"8"	"1"	"125"	"14.507"	"10.56"	"0.60"	"0.84"	"1.13"	"0.78"	"0.79"	"10.48"	"1.14"	"5.37"	"4.62"	"4.13"	""	"8"	"0"	"0"	"Green"	"24.5993309179364"
"False"	"IsMasterProtein"	"Q63ZG7"	"Carboxypeptidase OS=Xenopus laevis GN=ctsa PE=2 SV=1"	"12.9787234042553"	"5"	"5"	"5"	"1"	"470"	"52.899"	"6.14"	"0.86"	"1.13"	"1.03"	"0.95"	"0.86"	"14.62"	"9.05"	"20.17"	"19.63"	"32.73"	""	"5"	"0"	"0"	"Green"	"24.5849560976475"
"False"	"IsMasterProtein"	"Q7ZT10"	"MGC53561 protein OS=Xenopus laevis GN=rad23b PE=2 SV=1"	"13.5922330097087"	"5"	"6"	"5"	"1"	"412"	"43.834"	"4.54"	"0.74"	"0.91"	"1.02"	"0.89"	"1.11"	"1.23"	"8.16"	"9.86"	"3.08"	"4.17"	""	"5"	"0"	"0"	"Green"	"24.5791142691323"
"False"	"IsMasterProteinCandidate"	"Q32NS8"	"Adenylyl cyclase-associated protein OS=Xenopus laevis GN=MGC52725 PE=2 SV=1"	"14.1843971631206"	"6"	"6"	"6"	"1"	"423"	"45.783"	"9.04"	"0.71"	"0.71"	"0.90"	"0.82"	"0.81"	"10.56"	"10.90"	"6.17"	"4.96"	"9.85"	""	"6"	"0"	"0"	"Green"	"24.5449712631845"
"False"	"IsMasterProtein"	"Q8UVR6"	"Adenylyl cyclase-associated protein OS=Xenopus laevis GN=CAP1 PE=2 SV=1"	"12.6315789473684"	"6"	"6"	"6"	"1"	"475"	"51.099"	"8.51"	"0.71"	"0.71"	"0.90"	"0.82"	"0.81"	"10.56"	"10.90"	"6.17"	"4.96"	"9.85"	""	"6"	"0"	"0"	"Green"	"24.5449712631845"
"False"	"IsMasterProtein"	"Q4V7Z2"	"MGC114910 protein OS=Xenopus laevis GN=msn PE=2 SV=1"	"16.8965517241379"	"11"	"11"	"11"	"1"	"580"	"68.092"	"5.99"	"0.74"	"0.92"	"0.98"	"0.71"	"0.92"	"9.23"	"11.89"	"8.95"	"13.75"	"2.21"	""	"11"	"0"	"0"	"Green"	"24.4632413735813"
"False"	"IsMasterProtein"	"G3GBS4"	"Peroxiredoxin 3 OS=Xenopus laevis GN=PRDX3 PE=2 SV=1"	"23.5059760956175"	"6"	"8"	"6"	"1"	"251"	"27.451"	"7.75"	"0.81"	"1.02"	"1.16"	"0.72"	"1.07"	"9.02"	"11.25"	"4.97"	"9.70"	"6.99"	""	"6"	"0"	"0"	"Green"	"24.2121427335054"
"False"	"IsMasterProteinCandidate"	"Q6GM49"	"MGC83969 protein OS=Xenopus laevis GN=prdx3 PE=2 SV=1"	"23.5059760956175"	"6"	"8"	"6"	"1"	"251"	"27.426"	"7.12"	"0.81"	"1.02"	"1.16"	"0.72"	"1.07"	"9.02"	"11.25"	"4.97"	"9.70"	"6.99"	""	"6"	"0"	"0"	"Green"	"24.2121427335054"
"False"	"IsMasterProtein"	"P09897"	"60S ribosomal protein L18-A OS=Xenopus laevis GN=rpl18-a PE=2 SV=2"	"31.3829787234043"	"7"	"8"	"7"	"1"	"188"	"21.621"	"11.81"	"0.59"	"0.88"	"0.97"	"0.81"	"0.67"	"6.39"	"3.25"	"6.99"	"4.81"	"14.47"	""	"7"	"0"	"0"	"Green"	"24.130512579472"
"False"	"IsMasterProtein"	"Q7SZ77"	"Rps11 protein OS=Xenopus laevis GN=rps11 PE=2 SV=1"	"40.5063291139241"	"9"	"10"	"9"	"1"	"158"	"18.409"	"10.4"	"0.64"	"0.89"	"0.98"	"0.80"	"0.83"	"7.68"	"5.70"	"14.34"	"10.21"	"8.33"	""	"9"	"0"	"0"	"Green"	"24.0712416295329"
"False"	"IsMasterProtein"	"Q6GP18"	"Superoxide dismutase OS=Xenopus laevis GN=MGC80739 PE=2 SV=1"	"19.1964285714286"	"4"	"5"	"4"	"1"	"224"	"25.079"	"8.07"	"0.81"	"0.98"	"0.98"	"0.91"	"0.92"	"9.39"	"3.61"	"9.81"	"9.19"	"6.49"	""	"4"	"0"	"0"	"Green"	"23.9092047341059"
"False"	"IsMasterProtein"	"Q505M7"	"LOC733389 protein (Fragment) OS=Xenopus laevis GN=LOC734152 PE=2 SV=1"	"20.863309352518"	"8"	"8"	"8"	"1"	"417"	"45.512"	"8.15"	"0.73"	"0.76"	"1.13"	"0.85"	"1.00"	"8.47"	"23.10"	"9.89"	"3.37"	"14.87"	""	"8"	"0"	"0"	"Green"	"23.8101186453664"
"False"	"IsMasterProtein"	"Q7SYW4"	"Isocitrate dehydrogenase [NADP] OS=Xenopus laevis GN=idh2 PE=2 SV=1"	"14.3171806167401"	"6"	"6"	"6"	"1"	"454"	"50.727"	"8.07"	"0.81"	"0.86"	"1.12"	"0.81"	"0.85"	"6.44"	"10.41"	"4.06"	"2.46"	"11.66"	""	"6"	"0"	"0"	"Green"	"23.799618049908"
"False"	"IsMasterProtein"	"Q6DJL4"	"MGC82059 protein OS=Xenopus laevis GN=atpif1 PE=2 SV=1"	"36.3636363636364"	"6"	"6"	"6"	"1"	"110"	"12.341"	"9.64"	"0.66"	"0.89"	"1.07"	"0.75"	"0.78"	"2.69"	"5.15"	"5.17"	"10.03"	"5.92"	""	"6"	"0"	"0"	"Green"	"23.7654257337565"
"False"	"IsMasterProtein"	"Q6DDF2"	"Acad9-prov protein OS=Xenopus laevis GN=acad9 PE=2 SV=1"	"10.6109324758842"	"7"	"7"	"7"	"1"	"622"	"68.386"	"7.31"	"0.76"	"1.00"	"1.00"	"0.83"	"0.90"	"16.44"	"9.49"	"10.84"	"2.24"	"8.44"	""	"7"	"0"	"0"	"Green"	"23.6986616903534"
"False"	"IsMasterProtein"	"P55862"	"DNA replication licensing factor mcm5-A OS=Xenopus laevis GN=mcm5-a PE=1 SV=2"	"8.97959183673469"	"6"	"6"	"6"	"1"	"735"	"82.383"	"8.28"	"0.89"	"0.77"	"0.89"	"0.95"	"0.89"	"10.10"	"10.99"	"14.53"	"6.30"	"10.22"	""	"6"	"0"	"0"	"Green"	"23.6649845395508"
"False"	"IsMasterProtein"	"Q6PF69"	"Major vault protein OS=Xenopus laevis GN=mvp PE=2 SV=1"	"7.65606595995289"	"7"	"7"	"7"	"1"	"849"	"95.611"	"5.25"	"0.75"	"0.91"	"1.09"	"0.95"	"1.08"	"22.75"	"4.49"	"6.30"	"8.55"	"4.10"	""	"7"	"0"	"0"	"Green"	"23.5632103913095"
"False"	"IsMasterProtein"	"Q6ING0"	"LOC443576 protein (Fragment) OS=Xenopus laevis GN=LOC443576 PE=2 SV=1"	"12.9848229342327"	"5"	"5"	"5"	"1"	"593"	"64.288"	"6.67"	"0.68"	"0.76"	"0.89"	"0.79"	"0.81"	"12.72"	"8.58"	"22.62"	"9.87"	"14.48"	""	"5"	"0"	"0"	"Green"	"23.5299321926613"
"False"	"IsMasterProtein"	"O57468"	"14-3-3 protein epsilon OS=Xenopus laevis GN=ywhae PE=2 SV=1"	"26.2745098039216"	"9"	"10"	"9"	"1"	"255"	"29.168"	"4.78"	"0.76"	"0.81"	"1.30"	"0.75"	"0.97"	"7.82"	"6.45"	"6.62"	"9.68"	"13.84"	""	"9"	"0"	"0"	"Green"	"23.4284461907127"
"False"	"IsMasterProtein"	"Q640C9"	"LOC494725 protein OS=Xenopus laevis GN=LOC494725 PE=2 SV=1"	"22.3241590214067"	"8"	"8"	"8"	"1"	"327"	"37.712"	"5.12"	"0.83"	"0.99"	"1.09"	"0.89"	"1.01"	"6.48"	"3.93"	"4.46"	"5.71"	"4.96"	""	"8"	"0"	"0"	"Green"	"23.4174125874295"
"False"	"IsMasterProtein"	"Q52KT0"	"MGC115168 protein OS=Xenopus laevis GN=npepl1 PE=2 SV=1"	"10.3646833013436"	"5"	"6"	"5"	"1"	"521"	"55.78"	"7.2"	"0.80"	"0.83"	"1.11"	"0.86"	"1.07"	"5.47"	"18.72"	"6.80"	"14.09"	"14.16"	""	"5"	"0"	"0"	"Green"	"23.3978903616973"
"False"	"IsMasterProtein"	"Q6PAA5"	"MGC68480 protein OS=Xenopus laevis GN=MGC68480 PE=2 SV=1"	"26"	"6"	"6"	"6"	"1"	"250"	"27.379"	"6.93"	"0.55"	"1.06"	"1.07"	"1.03"	"0.84"	"12.88"	"5.95"	"8.53"	"28.24"	"15.49"	""	"6"	"0"	"0"	"Green"	"23.3111160811139"
"False"	"IsMasterProtein"	"Q66KY6"	"MGC85310 protein OS=Xenopus laevis GN=rpl11 PE=2 SV=1"	"25.4237288135593"	"6"	"6"	"6"	"1"	"177"	"20.165"	"9.79"	"0.64"	"0.90"	"1.11"	"0.80"	"0.85"	"8.49"	"5.41"	"8.51"	"2.96"	"4.83"	""	"6"	"0"	"0"	"Green"	"23.2293223712648"
"False"	"IsMasterProtein"	"Q66IX2"	"MGC84231 protein OS=Xenopus laevis GN=psmd13 PE=2 SV=1"	"20.8994708994709"	"7"	"7"	"7"	"1"	"378"	"43.035"	"5.9"	"0.67"	"0.85"	"1.12"	"0.82"	"1.05"	"10.26"	"2.97"	"8.41"	"12.01"	"8.53"	""	"7"	"0"	"0"	"Green"	"23.1244371435024"
"False"	"IsMasterProtein"	"B0JZW3"	"LOC100158266 protein (Fragment) OS=Xenopus laevis GN=LOC100158266 PE=2 SV=1"	"17.6258992805755"	"11"	"11"	"11"	"1"	"556"	"63.344"	"6.04"	"0.80"	"0.86"	"1.00"	"0.84"	"0.90"	"4.67"	"6.20"	"9.60"	"7.21"	"6.67"	""	"11"	"0"	"0"	"Green"	"23.083799765944"
"False"	"IsMasterProtein"	"Q91749"	"Oviduct specific protein-1A OS=Xenopus laevis GN=fosp1a PE=2 SV=1"	"17.5"	"6"	"6"	"6"	"1"	"480"	"53.15"	"5.54"	"1.30"	"0.77"	"1.08"	"0.88"	"0.70"	"1.06"	"5.31"	"12.66"	"4.65"	"20.70"	""	"6"	"0"	"0"	"Green"	"23.076832885469"
"False"	"IsMasterProtein"	"Q66J94"	"MGC81570 protein OS=Xenopus laevis GN=asl PE=2 SV=1"	"20.5417607223476"	"11"	"13"	"11"	"1"	"443"	"49.438"	"7.99"	"0.73"	"0.82"	"1.02"	"0.81"	"0.94"	"5.04"	"9.21"	"4.30"	"3.93"	"5.34"	""	"11"	"0"	"0"	"Green"	"23.0196542224906"
"False"	"IsMasterProtein"	"Q8AVX2"	"Rpl5-a protein OS=Xenopus laevis GN=rpl5 PE=2 SV=1"	"30.4054054054054"	"12"	"12"	"12"	"1"	"296"	"34.09"	"9.64"	"0.68"	"0.92"	"1.18"	"0.85"	"0.81"	"6.25"	"5.82"	"7.03"	"8.72"	"9.63"	""	"12"	"0"	"0"	"Green"	"22.8939706442622"
"False"	"IsMasterProtein"	"Q66L23"	"MGC85232 protein OS=Xenopus laevis GN=rpl24 PE=2 SV=1"	"41.0071942446043"	"7"	"8"	"7"	"1"	"139"	"16.002"	"11.12"	"0.65"	"0.95"	"1.06"	"0.80"	"0.78"	"13.08"	"3.42"	"11.29"	"1.68"	"2.28"	""	"7"	"0"	"0"	"Green"	"22.8318217089388"
"False"	"IsMasterProtein"	"Q6DE33"	"Uqcrc2 protein OS=Xenopus laevis GN=uqcrc2 PE=2 SV=1"	"11.9733924611973"	"4"	"5"	"4"	"1"	"451"	"47.832"	"8.91"	"1.01"	"0.78"	"1.21"	"0.89"	"1.00"	"2.40"	"15.80"	"6.10"	"20.20"	"19.50"	""	"4"	"0"	"0"	"Green"	"22.8163654719403"
"False"	"IsMasterProtein"	"O93235"	"Cold-inducible RNA-binding protein A OS=Xenopus laevis GN=cirbp-a PE=1 SV=2"	"31.3253012048193"	"5"	"6"	"5"	"1"	"166"	"17.892"	"9.17"	"0.90"	"0.80"	"1.32"	"0.79"	"0.82"	"25.48"	"23.70"	"11.04"	"10.96"	"18.30"	""	"5"	"0"	"0"	"Green"	"22.8087685822712"
"False"	"IsMasterProtein"	"Q6GPY3"	"MGC82521 protein OS=Xenopus laevis GN=prdx5 PE=2 SV=1"	"42.3280423280423"	"6"	"6"	"6"	"1"	"189"	"20.053"	"8.37"	"0.62"	"0.85"	"0.92"	"0.75"	"0.96"	"8.70"	"8.00"	"10.58"	"9.59"	"15.45"	""	"6"	"0"	"0"	"Green"	"22.7547268886847"
"False"	"IsMasterProtein"	"Q7ZYT4"	"Nsfl1c protein OS=Xenopus laevis GN=nsfl1c PE=2 SV=1"	"15.6756756756757"	"5"	"5"	"5"	"1"	"370"	"40.628"	"5.14"	"0.72"	"0.96"	"1.13"	"0.87"	"1.02"	"24.29"	"22.72"	"9.22"	"11.30"	"17.92"	""	"5"	"0"	"0"	"Green"	"22.5464954605173"
"False"	"IsMasterProtein"	"Q6GMC3"	"MGC81885 protein OS=Xenopus laevis GN=hsd17b4 PE=2 SV=1"	"8.36707152496626"	"6"	"6"	"6"	"1"	"741"	"80.35"	"7.75"	"0.78"	"1.00"	"0.98"	"0.97"	"1.07"	"4.66"	"4.13"	"6.52"	"3.49"	"7.57"	""	"6"	"0"	"0"	"Green"	"21.6900188147587"
"False"	"IsMasterProtein"	"Q7ZTJ4"	"Vha55 protein OS=Xenopus laevis GN=atp6v1b2 PE=2 SV=1"	"16.8297455968689"	"9"	"10"	"9"	"1"	"511"	"56.412"	"5.81"	"0.76"	"0.86"	"1.04"	"0.73"	"0.99"	"14.12"	"4.25"	"6.11"	"7.37"	"13.32"	""	"9"	"0"	"0"	"Green"	"21.4266735769145"
"False"	"IsMasterProtein"	"Q3B8M1"	"Peptidyl-prolyl cis-trans isomerase OS=Xenopus laevis GN=fkbp3 PE=2 SV=1"	"23.5555555555556"	"6"	"8"	"5"	"1"	"225"	"25.065"	"8.79"	"0.64"	"0.85"	"0.90"	"0.76"	"0.84"	"6.83"	"5.24"	"12.51"	"2.38"	"16.14"	""	"6"	"0"	"0"	"Green"	"21.3533552438966"
"False"	"IsMasterProteinCandidate"	"Q5M7B9"	"Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Xenopus laevis GN=fkbp3 PE=2 SV=1"	"24.0909090909091"	"6"	"8"	"5"	"1"	"220"	"24.618"	"8.79"	"0.64"	"0.85"	"0.90"	"0.76"	"0.84"	"6.83"	"5.24"	"12.51"	"2.38"	"16.14"	""	"6"	"0"	"0"	"Green"	"21.3533552438966"
"False"	"IsMasterProtein"	"Q7ZYH7"	"Phosphoglycerate kinase OS=Xenopus laevis PE=2 SV=1"	"14.3884892086331"	"6"	"7"	"6"	"1"	"417"	"44.625"	"6.65"	"0.58"	"0.84"	"0.97"	"0.81"	"0.92"	"18.39"	"4.16"	"15.77"	"4.91"	"5.46"	""	"6"	"0"	"0"	"Green"	"21.2544764695978"
"False"	"IsMasterProtein"	"Q7ZTK4"	"Eukaryotic translation initiation factor 2 subunit 1 OS=Xenopus laevis GN=eif2s1 PE=2 SV=1"	"14.2857142857143"	"5"	"6"	"5"	"1"	"315"	"36.022"	"5.05"	"0.74"	"0.76"	"1.05"	"0.86"	"0.97"	"3.46"	"4.08"	"5.20"	"8.94"	"3.41"	""	"5"	"0"	"0"	"Green"	"21.2422496329377"
"False"	"IsMasterProtein"	"C5H606"	"Vitronectin OS=Xenopus laevis GN=vtn PE=2 SV=1"	"18.2432432432432"	"8"	"8"	"8"	"1"	"444"	"51.662"	"5.35"	"0.79"	"0.91"	"0.96"	"0.55"	"0.89"	"17.05"	"8.39"	"10.53"	"33.70"	"7.26"	""	"8"	"0"	"0"	"Green"	"21.1547712837848"
"False"	"IsMasterProtein"	"Q7ZYM9"	"Ppp2r1b protein OS=Xenopus laevis GN=ppp2r1b PE=2 SV=1"	"17.3174872665535"	"10"	"11"	"10"	"1"	"589"	"65.483"	"5.01"	"0.62"	"0.93"	"0.94"	"0.76"	"0.94"	"14.34"	"7.11"	"10.58"	"11.06"	"12.51"	""	"10"	"0"	"0"	"Green"	"21.0604114043401"
"False"	"IsMasterProtein"	"Q6GQC6"	"MGC80163 protein OS=Xenopus laevis GN=MGC80163 PE=2 SV=1"	"21.7391304347826"	"2"	"2"	"2"	"1"	"115"	"11.625"	"4.5"	"0.63"	"0.96"	"0.93"	"1.02"	"1.10"	"34.87"	"17.29"	"7.07"	"3.46"	"29.89"	""	"2"	"0"	"0"	"Green"	"21.0431955266788"
"False"	"IsMasterProtein"	"Q4QR44"	"MGC114789 protein OS=Xenopus laevis GN=rps15a PE=2 SV=1"	"52.3076923076923"	"8"	"9"	"7"	"1"	"130"	"14.846"	"10.05"	"0.83"	"1.03"	"1.03"	"0.94"	"0.91"	"9.79"	"2.13"	"5.32"	"10.15"	"15.67"	""	"8"	"0"	"0"	"Green"	"20.7946971650123"
"False"	"IsMasterProtein"	"Q7ZY51"	"Profilin (Fragment) OS=Xenopus laevis GN=MGC64293 PE=2 SV=1"	"29.1139240506329"	"5"	"11"	"5"	"1"	"158"	"16.845"	"7.5"	"0.67"	"0.73"	"0.80"	"0.78"	"0.90"	"4.89"	"10.02"	"5.87"	"2.87"	"5.20"	""	"5"	"0"	"0"	"Green"	"20.7912931276199"
"False"	"IsMasterProteinCandidate"	"Q7SZB1"	"Profilin OS=Xenopus laevis GN=MGC64293 PE=2 SV=1"	"33.5766423357664"	"5"	"11"	"5"	"1"	"137"	"14.869"	"7.53"	"0.67"	"0.73"	"0.80"	"0.78"	"0.90"	"4.89"	"10.02"	"5.87"	"2.87"	"5.20"	""	"5"	"0"	"0"	"Green"	"20.7912931276199"
"False"	"IsMasterProtein"	"Q7ZWY9"	"Lysine--tRNA ligase OS=Xenopus laevis PE=2 SV=1"	"9.09090909090909"	"7"	"9"	"7"	"1"	"605"	"69.538"	"7.17"	"0.70"	"0.87"	"1.13"	"0.77"	"1.02"	"11.61"	"9.00"	"5.07"	"4.72"	"5.14"	""	"7"	"0"	"0"	"Green"	"20.6623378255421"
"False"	"IsMasterProtein"	"Q6PB22"	"MGC68500 protein OS=Xenopus laevis GN=MGC68500 PE=2 SV=1"	"17.8217821782178"	"6"	"6"	"6"	"1"	"404"	"45.501"	"7.56"	"0.58"	"0.93"	"0.98"	"0.94"	"0.75"	"14.96"	"8.11"	"7.93"	"8.78"	"12.58"	""	"6"	"0"	"0"	"Green"	"20.6481058942013"
"False"	"IsMasterProtein"	"Q6GQ64"	"MGC80314 protein OS=Xenopus laevis GN=MGC80314 PE=2 SV=1"	"50.4761904761905"	"5"	"7"	"5"	"1"	"105"	"11.656"	"5.03"	"0.61"	"1.01"	"0.88"	"0.66"	"0.95"	"16.88"	"6.52"	"9.21"	"12.72"	"18.50"	""	"5"	"0"	"0"	"Green"	"20.5906142976266"
"False"	"IsMasterProtein"	"Q6GR11"	"MGC81430 protein OS=Xenopus laevis GN=vdac3 PE=2 SV=1"	"21.9081272084806"	"6"	"6"	"6"	"1"	"283"	"30.129"	"9.19"	"0.73"	"0.85"	"1.12"	"0.87"	"1.07"	"23.62"	"12.10"	"7.06"	"17.18"	"19.32"	""	"6"	"0"	"0"	"Green"	"20.3116180364334"
"False"	"IsMasterProteinCandidate"	"Q8UV25"	"UDP-glucose 6-dehydrogenase OS=Xenopus laevis GN=Xsgl PE=2 SV=1"	"19.8380566801619"	"8"	"8"	"8"	"1"	"494"	"55.142"	"6.55"	"0.58"	"0.91"	"0.94"	"0.70"	"0.93"	"19.19"	"5.31"	"16.70"	"7.68"	"13.25"	""	"8"	"0"	"0"	"Green"	"20.2802130982365"
"False"	"IsMasterProtein"	"Q7ZYL6"	"UDP-glucose 6-dehydrogenase OS=Xenopus laevis GN=ugdh PE=2 SV=1"	"19.8380566801619"	"8"	"8"	"8"	"1"	"494"	"55.241"	"6.73"	"0.58"	"0.91"	"0.94"	"0.70"	"0.93"	"19.19"	"5.31"	"16.70"	"7.68"	"13.25"	""	"8"	"0"	"0"	"Green"	"20.2802130982365"
"False"	"IsMasterProtein"	"Q5PQ49"	"LOC495981 protein OS=Xenopus laevis GN=LOC495981 PE=2 SV=1"	"27.891156462585"	"5"	"5"	"5"	"1"	"147"	"16.212"	"9.39"	"0.77"	"0.83"	"1.17"	"0.69"	"0.63"	"12.54"	"10.18"	"4.51"	"29.02"	"14.97"	""	"5"	"0"	"0"	"Green"	"20.2607019165768"
"False"	"IsMasterProtein"	"P51469"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Xenopus laevis GN=gapdh PE=2 SV=2"	"10.5105105105105"	"2"	"2"	"2"	"1"	"333"	"35.675"	"7.71"	"0.66"	"0.67"	"0.83"	"0.66"	"0.80"	""	""	""	""	""	""	"2"	"0"	"0"	"Green"	"20.2389177406754"
"False"	"IsMasterProteinCandidate"	"Q6DKL8"	"LOC414678 protein OS=Xenopus laevis GN=LOC414678 PE=2 SV=1"	"45.0331125827815"	"6"	"8"	"6"	"1"	"151"	"16.964"	"4.5"	"0.69"	"0.83"	"0.95"	"0.78"	"0.98"	"5.87"	"3.61"	"2.42"	"4.19"	"2.76"	""	"6"	"0"	"0"	"Green"	"20.0345844844143"
"False"	"IsMasterProteinCandidate"	"Q6NTJ0"	"LOC414678 protein (Fragment) OS=Xenopus laevis GN=LOC414678 PE=2 SV=1"	"45.6375838926175"	"6"	"8"	"6"	"1"	"149"	"16.803"	"4.55"	"0.69"	"0.83"	"0.95"	"0.78"	"0.98"	"5.87"	"3.61"	"2.42"	"4.19"	"2.76"	""	"6"	"0"	"0"	"Green"	"20.0345844844143"
"False"	"IsMasterProtein"	"Q569Q7"	"LOC414678 protein OS=Xenopus laevis GN=LOC414678 PE=2 SV=1"	"45.0331125827815"	"6"	"8"	"6"	"1"	"151"	"17.037"	"4.55"	"0.69"	"0.83"	"0.95"	"0.78"	"0.98"	"5.87"	"3.61"	"2.42"	"4.19"	"2.76"	""	"6"	"0"	"0"	"Green"	"20.0345844844143"
"False"	"IsMasterProtein"	"Q66J51"	"Eukaryotic translation initiation factor 3 subunit I OS=Xenopus laevis GN=eif3i PE=2 SV=1"	"18.7692307692308"	"6"	"6"	"6"	"1"	"325"	"36.473"	"5.52"	"0.72"	"0.62"	"0.78"	"0.71"	"0.75"	"7.33"	"19.18"	"5.74"	"16.75"	"12.88"	""	"6"	"0"	"0"	"Green"	"20.0230163777022"
